3,plan_set_operations,1,0,0,0.75,operations,2
4,atan2,75,0,0,0.75,atan2,3
4,gimp_matrix3_translate,33,0,0,0.75,translate,4
4,gimp_container_reorder,14,0,0,0.75,reorder,3
4,gimp_dockbook_recreate_tab_widgets,2,0,0,0.75,recreate,2
5,yy_load_buffer_state,6,0,0,0.7433,state,5
4,g_dir_close,12,0,0,0.7421,dir,5
5,linktype_name_to_val,3,1,4,0.7398,link,5
1,svn_wc__node_get_pre_ng_status_data,2,0,0,0.7391,ng,1
3,make_ands_explicit,7,0,0,0.7368,explicit,4
4,readline,7,0,0,0.7326,readline,3
3,AtEOXact_Files,6,0,0,0.7317,files,5
2,getCrypto,43,0,0,0.7297,crypto,3
2,makeMasterSecret,3,0,0,0.7297,master,3
3,RecordKnownAssignedTransactionIds,4,0,0,0.7297,known,3
4,gimp_container_get_child_by_name,26,1,3,0.7292,by,5
2,ht,12,0,0,0.7273,ht,3
3,InitRecoveryTransactionEnvironment,1,0,0,0.7273,environment,4
5,dnp3_al_obj_quality,10,0,0,0.7273,quality,2
5,dissect_sid_cl_enc_map,1,0,0,0.727,cl,5
5,dissect_mp4_ftyp_body,1,0,0,0.7246,body,5
5,findDidVendorIdSource,1,0,0,0.7241,did,1
5,get_compiled_pcap_version,1,0,0,0.7237,version,5
5,extended_tlv_decoder,1,0,0,0.7213,extended,4
5,wtap_file_get_idb_info,4,0,0,0.721,file,5
5,Indent,64,0,0,0.72,indent,3
5,proto_registrar_dump_fields,4,0,0,0.7175,fields,4
5,get_bfd_required_auth_len,1,0,0,0.7173,auth,4
5,pcap_statustostr,3,0,0,0.7163,status,5
3,recv,6,0,0,0.7143,recv,5
5,dissect_distcc_argv,1,0,0,0.7143,argv,5
5,proto_register_git,1,0,0,0.7143,git,1
4,g_hash_table_new_full,31,0,0,0.712,full,5
5,get_interface_list_findalldevs,1,0,0,0.7032,find,5
2,syncsearch,2,0,0,0.7018,search,5
4,gimp_get_default_language,1,0,0,0.7,language,4
2,my_seek,21,5,18,0.6989,my,5
2,lock_wait_suspend_thread,5,0,0,0.6957,thread,4
4,gimp_help_disable_tooltips,3,0,0,0.6929,help,4
5,CFArrayGetCount,1,0,0,0.6889,count,5
5,dissect_UDPH1_old,1,0,0,0.6845,old,5
0,strchr,218,11,38,0.6822,strchr,5
1,svn_depth_to_word,10,0,0,0.6818,depth,5
5,zdp_convert_2003cluster,1,0,0,0.6818,cluster,3
4,g_file_error_from_errno,97,0,0,0.6802,errno,3
2,AtomicDivide,1,0,0,0.6776,atomic,4
5,proto_get_protocol_long_name,4,0,0,0.6767,long,5
2,buf_page_make_young_if_needed,1,0,0,0.675,needed,3
3,fgets,26,3,11,0.675,fgets,3
2,rec_get_converted_size_comp_prefix,1,0,0,0.6681,prefix,5
