Software,Function name,Called time,Log time,Log Level,Weight,Keyword
1,apr_hash_count,183,21,81,0.4073,count
1,inprocess_cache_get_info_internal,1,0,0,0.3832,cache
1,svn_mutex__init,11,1,4,0.0939,mutex
1,apr_thread_rwlock_rdlock,1,1,4,0.1834,thread
1,apr_thread_rwlock_wrlock,2,1,4,0.1834,thread
1,apr_thread_rwlock_trywrlock,1,0,0,0.1834,thread
1,apr_thread_rwlock_unlock,1,0,0,0.1834,thread
1,get_index,2,2,6,0.3505,index
1,get_entry,11,1,3,0.1156,get
1,is_group_initialized,1,0,0,0.3802,is
1,initialize_group,1,0,0,0.0830,initialize
1,drop_entry,6,0,0,0.2239,drop
1,rand,4,0,0,0.0878,and
1,let_entry_age,2,0,0,0.0817,entry
1,move_entry,2,0,0,0.0817,entry
1,secure_aligned_alloc,1,0,0,0.3750,secure
1,apr_thread_rwlock_create,1,1,4,0.1834,thread
1,find_entry,10,0,0,0.2731,find
1,read_lock_cache,4,0,0,0.5486,read
1,unlock_cache,6,0,0,0.3832,cache
1,entry_exists_internal,1,0,0,0.7123,exists
1,ensure_data_insertable,2,0,0,0.0592,data
1,insert_entry,2,0,0,0.1892,insert
1,get_group_index,4,0,0,0.3505,index
1,write_lock_cache,2,0,0,0.3832,cache
1,entry_exists,2,0,0,0.7123,exists
1,force_write_lock_cache,2,0,0,0.5882,force
1,membuffer_cache_set_internal,1,0,0,0.3832,cache
1,membuffer_cache_get_internal,1,0,0,0.3832,cache
1,membuffer_cache_get_partial_internal,1,0,0,0.3832,cache
1,membuffer_cache_set_partial_internal,1,0,0,0.3832,cache
1,svn__pseudo_md5_15,2,0,0,0.1042,md5
1,svn__pseudo_md5_31,2,0,0,0.1042,md5
1,svn__pseudo_md5_63,2,0,0,0.1042,md5
1,apr_md5,3,0,0,0.1154,apr
1,combine_key,4,0,0,0.1450,key
1,membuffer_cache_get,1,0,0,0.3832,cache
1,membuffer_cache_set,1,0,0,0.3832,cache
1,membuffer_cache_get_partial,1,0,0,0.3832,cache
1,membuffer_cache_set_partial,1,0,0,0.3832,cache
1,svn_membuffer_get_segment_info,1,0,0,0.1156,get
1,svn_membuffer_cache_get,1,0,0,0.3832,cache
1,svn_membuffer_cache_set,1,0,0,0.3832,cache
1,svn_membuffer_cache_get_partial,1,0,0,0.3832,cache
1,svn_membuffer_cache_set_partial,1,0,0,0.3832,cache
1,svn_checksum,23,1,3,0.0504,checksum
1,svn_path_uri_encode,53,0,0,0.4514,encode
1,svn_string_ncreate,20,0,0,0.1515,n
1,svn_checksum_to_cstring_display,22,0,0,0.0675,to
1,build_key,2,0,0,0.2116,build
1,apr_memcache_getp,1,1,4,0.8571,memcache
1,memcache_internal_get,3,0,0,0.8571,memcache
1,apr_memcache_set,1,1,4,0.8571,memcache
1,memcache_internal_set,2,0,0,0.8571,memcache
1,apr_parse_addr_port,1,1,4,0.3437,addr
1,apr_memcache_server_create,1,1,4,0.8571,memcache
1,apr_memcache_add_server,1,1,4,0.8571,memcache
1,svn_config_enumerate2,14,1,4,0.1306,config
1,apr_memcache_create,1,1,4,0.8571,memcache
1,handle_error,26,0,0,0.1301,error
1,svn_string_createf,15,0,0,0.1528,f
1,apr_allocator_create,2,1,4,0.1154,apr
1,apr_allocator_max_free_set,2,0,0,0.1154,apr
1,apr_pool_create_ex,6,0,0,0.2586,ex
1,apr_allocator_owner_set,2,0,0,1.0924,owner
1,svn_cache__membuffer_cache_create,2,0,0,0.3832,cache
1,svn_cache_config_get,7,0,0,0.3832,cache
1,svn_atomic__init_once,8,2,8,0.0718,it
1,checksum_create_without_digest,2,0,0,0.1944,digest
1,checksum_create,2,0,0,0.1043,create
1,validate_kind,3,0,0,0.7778,validate
1,svn_md5__digests_match,3,0,0,0.1562,match
1,svn_sha1__digests_match,2,0,0,0.1562,match
1,svn_md5__digest_to_cstring_display,3,0,0,0.1944,digest
1,svn_sha1__digest_to_cstring_display,2,0,0,0.1944,digest
1,svn_md5__digest_to_cstring,2,0,0,0.1944,digest
1,svn_sha1__digest_to_cstring,1,0,0,0.1944,digest
1,svn_checksum_parse_hex,27,1,4,0.1728,parse
1,svn_checksum_create,5,0,0,0.1043,create
1,svn_checksum__from_digest_sha1,2,0,0,0.1944,digest
1,apr_sha1_init,2,0,0,0.1154,apr
1,apr_sha1_update,2,0,0,0.1154,apr
1,apr_sha1_final,2,0,0,0.1154,apr
1,svn_md5__empty_string_digest,3,0,0,0.2369,empty
1,svn_sha1__empty_string_digest,2,0,0,0.2369,empty
1,__builtin_va_start,36,0,0,1.1058,start
1,apr_pvsprintf,16,0,0,0.1154,apr
1,__builtin_va_end,36,0,0,0.0422,in
1,fstat,3,0,0,0.1379,fstat
1,open,4,0,0,0.5247,open
1,fprintf,25,0,0,0.0010,fprintf
1,setvbuf,2,0,0,0.0000,setvbuf
1,libintl_setlocale,2,0,0,0.1644,setlocale
1,getenv,22,3,10,0.3343,getenv
1,apr_initialize,14,6,19,0.1154,apr
1,apr_strerror,6,0,0,0.1154,apr
1,__builtin___strncpy_chk,11,0,0,0.1307,strncpy
1,__builtin___strcat_chk,2,0,0,0.0422,in
1,svn_dso_initialize2,4,1,4,0.1429,dso
1,svn_handle_error2,141,0,0,0.1301,error
1,atexit,5,0,0,0.1451,at
1,svn_utf_initialize2,3,0,0,0.0936,2
1,svn_nls_init,1,0,0,0.0718,it
1,svn_utf_cstring_from_utf8,12,3,10,0.1747,from
1,svn_utf_cstring_from_utf8_ex2,13,1,2,0.1747,from
1,svn_utf__cstring_from_utf8_fuzzy,2,0,0,0.1747,from
1,svn_utf_cstring_to_utf8,110,86,344,0.0906,utf8
1,svn_utf_cstring_to_utf8_ex2,4,0,0,0.0906,utf8
1,svn_cmdline_cstring_from_utf8,10,5,19,0.1747,from
1,svn_dirent_local_style,465,1,4,0.0743,local
1,svn_cmdline_fputs,48,6,24,0.0047,fputs
1,svn_cmdline_cstring_from_utf8_fuzzy,4,0,0,0.1747,from
1,__error,41,17,68,0.1301,error
1,fputs,7,0,0,0.0047,fputs
1,fflush,7,1,4,0.1923,fflush
1,svn_auth_get_platform_specific_client_providers,2,0,0,0.8232,client
1,svn_auth_get_simple_provider2,5,0,0,1.0890,simple
1,svn_auth_get_username_provider,2,0,0,0.2230,auth
1,svn_auth_get_ssl_server_trust_file_provider,2,0,0,0.5261,file
1,svn_auth_get_ssl_client_cert_file_provider,2,0,0,0.8232,client
1,svn_auth_get_ssl_client_cert_pw_file_provider2,4,0,0,0.8232,client
1,svn_config_get_bool,30,4,16,0.1306,config
1,svn_auth_get_simple_prompt_provider,2,0,0,1.0890,simple
1,svn_auth_get_username_prompt_provider,2,0,0,0.2230,auth
1,svn_auth_get_ssl_server_trust_prompt_provider,3,0,0,0.3876,ssl
1,svn_auth_get_ssl_client_cert_pw_prompt_provider,2,0,0,0.8232,client
1,svn_auth_get_ssl_client_cert_prompt_provider,2,0,0,0.8232,client
1,svn_auth_open,2,0,0,0.5247,open
1,svn_auth_set_parameter,18,0,0,0.2230,auth
1,apr_getopt_init,7,3,12,1.5102,getopt
1,svn_xml_is_xml_safe,12,6,22,0.3802,is
1,svn_xml_escape_cdata_string,5,0,0,0.1627,xml
1,svn_xml_make_open_tag,42,0,0,0.5247,open
1,svn_stringbuf_appendcstr,179,0,0,0.3112,buf
1,svn_xml_make_close_tag,41,0,0,0.3135,tag
1,apr_pstrndup,34,0,0,0.1154,apr
1,svn_config_set,10,0,0,0.1306,config
1,svn_handle_warning2,22,0,0,0.0936,2
1,next_line,1,0,0,0.3464,next
1,svn_prop_needs_translation,15,2,7,0.0319,translation
1,svn_subst_detranslate_string,5,0,0,0.0470,string
1,apr_psprintf,418,0,0,0.1154,apr
1,svn_subst_translate_cstring2,14,0,0,0.0936,2
1,printf,113,0,0,0.0179,printf
1,svn_cmdline__indent_string,2,0,0,0.1667,indent
1,svn_cmdline__print_xml_prop,5,0,0,0.1627,xml
1,isatty,1,0,0,0.6000,isatty
1,svn_dirent_split,24,0,0,0.5273,split
1,find_editor_binary,2,0,0,0.2731,find
1,apr_filepath_get,3,3,12,0.1250,filepath
1,svn_path_cstring_from_utf8,9,0,0,0.2182,path
1,apr_filepath_set,5,5,20,0.1250,filepath
1,system,2,0,0,0.2574,system
1,svn_io_open_uniquely_named,15,3,12,0.9231,named
1,svn_io_temp_dir,6,0,0,0.6316,dir
1,apr_file_write_full,11,6,24,0.5261,file
1,apr_file_close,33,4,16,0.5261,file
1,apr_stat,19,5,20,0.1154,apr
1,apr_file_mtime_set,2,1,4,0.5261,file
1,svn_dirent_join,607,0,0,0.0529,join
1,svn_stringbuf_from_file2,33,1,4,0.5261,file
1,svn_subst_translate_string2,13,9,36,0.0936,2
1,svn_error_quick_wrap,121,3,12,0.1301,error
1,svn_io_remove_file2,70,4,16,0.5261,file
1,svn_compat_log_revprops_out,5,0,0,0.0851,compat
1,svn_config_create2,6,0,0,0.1306,config
1,svn_config__parse_file,1,0,0,0.5261,file
1,svn_config__parse_stream,2,0,0,0.1728,parse
1,svn_config_merge,2,0,0,0.1972,merge
1,svn_config_read3,21,3,12,0.5486,read
1,svn_config__sys_config_path,1,1,4,0.4236,sys
1,svn_config_get_user_config_path,7,0,0,0.2182,path
1,read_all,1,0,0,0.5486,read
1,get_category_config,2,0,0,0.1306,config
1,apr_hash_this,90,1,3,0.1154,apr
1,for_each_option,2,0,0,0.2306,option
1,tolower,7,0,0,0.0923,lower
1,svn_stringbuf_set,17,0,0,0.3112,buf
1,make_hash_key,5,0,0,0.1450,key
1,apr_strnatcasecmp,19,0,0,0.2107,cmp
1,find_option,8,0,0,0.2731,find
1,expand_option_value,2,0,0,0.2727,expand
1,strstr,36,1,4,0.4049,strstr
1,make_string_from_option,4,0,0,0.2306,option
1,remove_expansions,1,0,0,0.0742,remove
1,svn_config_create_option,2,0,0,0.2306,option
1,svn_config_addsection,2,0,0,0.1306,config
1,svn_tristate__from_word,5,0,0,0.1747,from
1,get_bool,4,0,0,0.1156,get
1,svn_cstring_strtoi64,4,1,4,0.2500,strtoi64
1,svn_cstring_casecmp,33,5,17,0.2107,cmp
1,svn_cstring_match_glob_list,6,0,0,0.1562,match
1,svn_config_dup,1,0,0,0.1481,dup
1,svn_config_get_server_setting,7,2,8,0.3350,server
1,apr_strtoi64,11,3,12,0.2500,strtoi64
1,svn_auth__file_path,3,0,0,0.5261,file
1,svn_io_check_path,117,11,44,0.2504,io
1,svn_hash_read2,15,1,4,0.5486,read
1,svn_string_create,127,1,4,0.1043,create
1,svn_io_file_open,77,12,45,0.5261,file
1,svn_hash_write2,15,2,6,0.3622,write
1,svn_dirent_dirname,145,0,0,0.0957,dirname
1,svn_io_get_dirents3,17,4,16,0.2504,io
1,svn__apr_hash_index_val,162,0,0,0.3505,index
1,parser_getc,10,0,0,0.1336,parser
1,parser_getc_plain,2,0,0,0.1336,parser
1,parser_ungetc,3,0,0,0.1336,parser
1,svn_stringbuf_strip_whitespace,15,0,0,0.3112,buf
1,skip_whitespace,2,0,0,0.0631,skip
1,parse_value,1,0,0,0.1728,parse
1,skip_to_eoln,2,0,0,0.1515,n
1,svn_dirent_join_many,68,0,0,0.0529,join
1,skip_bom,1,0,0,0.0631,skip
1,parse_section_name,1,0,0,0.1795,name
1,svn_stringbuf_isempty,5,1,4,0.3802,is
1,parse_option,1,0,0,0.2306,option
1,svn_io_dir_make,32,8,32,0.6316,dir
1,ensure_auth_subdir,4,0,0,0.2230,auth
1,svn_io_check_resolved_path,17,4,16,0.2504,io
1,ensure_auth_dirs,1,0,0,0.5000,dirs
1,svn_io_file_write_full,37,1,2,0.5261,file
1,svn_io_file_close,82,0,0,0.5261,file
1,svn_user_get_homedir,1,0,0,0.1407,user
1,svn_dirent_canonicalize,18,0,0,0.2113,canonicalize
1,find_rule,2,0,0,0.2731,find
1,svn_token__from_word,3,0,0,0.1747,from
1,svn_cstring_atoi,25,7,28,0.1259,a
1,strncmp,98,7,28,0.3399,strncmp
1,apr_time_exp_lt,9,5,20,0.1154,apr
1,template_match,9,0,0,0.1562,match
1,words_match,1,0,0,0.1975,words
1,apr_time_exp_gmt_get,4,3,12,0.1156,get
1,quiet_mode,2,0,0,0.0722,mode
1,apr_snprintf,16,1,3,0.1154,apr
1,apr_vsnprintf,1,1,3,0.1299,vsnprintf
1,fputc,1,0,0,0.0194,fputc
1,debug_vprintf,1,0,0,0.0329,debug
1,svn_stream_disown,21,0,0,0.1300,stream
1,svn_subst_stream_translated,22,0,0,0.1300,stream
1,kwstruct_to_kwhash,3,0,0,0.0979,hash
1,svn_subst_translate_stream3,1,0,0,0.1300,stream
1,svn_subst_translate_stream2,1,0,0,0.1300,stream
1,svn_subst_copy_and_translate2,1,0,0,0.1221,copy
1,svn_subst_copy_and_translate3,2,0,0,0.1221,copy
1,svn_subst_copy_and_translate4,8,0,0,0.1731,4
1,svn_subst_read_specialfile,9,1,4,0.5486,read
1,svn_subst_stream_translated_to_normal_form,1,0,0,0.1300,stream
1,svn_cmdline_fprintf,113,11,44,0.0010,fprintf
1,svn_opt_get_option_from_code2,10,16,57,0.2306,option
1,svn_opt_format_option,14,0,0,0.2306,option
1,svn_opt_subcommand_help3,2,0,0,0.2255,opt
1,svn_opt_get_canonical_subcommand,1,2,6,0.2255,opt
1,print_command_info,2,0,0,0.3441,command
1,svn_opt__args_to_target_array,7,0,0,0.2391,args
1,svn_opt_args_to_target_array3,1,1,4,0.2391,args
1,svn_opt_args_to_target_array2,2,0,0,0.2391,args
1,svn_opt_parse_path,31,3,12,0.2255,opt
1,svn_opt_print_help4,16,0,0,0.2255,opt
1,svn_opt_parse_all_args,5,0,0,0.2648,all
1,svn_opt_subcommand_help,1,0,0,0.2255,opt
1,svn_opt__print_version_info,2,0,0,0.3659,version
1,svn_version_extended,2,0,0,0.3659,version
1,svn_opt_print_generic_help,1,0,0,0.2255,opt
1,svn_path_split,3,0,0,0.5273,split
1,svn_io_open_unique_file2,1,0,0,0.5261,file
1,svn_path_cstring_to_utf8,20,1,4,0.2182,path
1,svn_io_run_diff2,3,0,0,0.2504,io
1,svn_io_run_diff3_3,2,0,0,0.2504,io
1,svn_io_run_diff3_2,1,0,0,0.2504,io
1,svn_io_file_lock2,5,1,4,0.5261,file
1,svn_io_get_dirents2,1,0,0,0.2504,io
1,svn_io_start_cmd3,5,0,0,1.1058,start
1,svn_io_start_cmd2,1,0,0,1.1058,start
1,svn_io_file_read_full2,22,0,0,0.5486,read
1,svn_io_dir_walk2,5,0,0,0.6316,dir
1,svn_io_stat_dirent2,13,1,4,0.2504,io
1,svn_cmdline_prompt_user2,4,0,0,0.1407,user
1,svn_cmdline_create_auth_baton,8,2,8,0.2230,auth
1,svn_path_canonicalize,2,0,0,0.2182,path
1,svn_path_dirname,2,0,0,0.2182,path
1,svn_path_basename,6,0,0,0.2182,path
1,svn_path_is_canonical,4,3,12,0.3802,is
1,svn_io_stat,25,9,35,0.2504,io
1,svn_path_local_style,2,0,0,0.2182,path
1,svn_stream_contents_same2,8,0,0,0.4762,contents
1,svn_uri_canonicalize,36,0,0,0.2567,uri
1,svn_dirent_internal_style,40,2,6,0.0387,internal
1,svn_mergeinfo_inheritable2,5,0,0,0.1972,merge
1,svn_rangelist_inheritable2,2,0,0,0.3249,range
1,svn_rangelist_merge2,14,0,0,0.3249,range
1,svn_rangelist__combine_adjacent_ranges,2,0,0,0.3249,range
1,svn_mergeinfo_diff2,6,0,0,0.1972,merge
1,svn_mergeinfo_merge2,24,0,0,0.1972,merge
1,svn_mergeinfo_remove2,5,0,0,0.1972,merge
1,svn_mergeinfo_intersect2,7,0,0,0.1972,merge
1,svn_xml_make_header2,3,0,0,0.2832,header
1,svn_subst_build_keywords2,2,0,0,0.2116,build
1,svn_ver__check_list2,12,1,4,0.1333,list
1,dirent_root_length,3,0,0,0.2324,root
1,uri_schema_root_length,2,0,0,0.2567,uri
1,canonicalize_to_lower,6,0,0,0.2113,canonicalize
1,canonicalize_to_upper,4,0,0,0.2113,canonicalize
1,strtol,21,6,23,1.2045,strtol
1,dirent_is_rooted,2,0,0,0.3802,is
1,internal_style,2,0,0,0.0387,internal
1,svn_relpath_canonicalize,69,0,0,0.2182,path
1,svn_uri_is_canonical,22,9,29,0.3802,is
1,svn_dirent_is_canonical,10,8,26,0.3802,is
1,svn_dirent_is_absolute,216,12,46,2.0635,absolute
1,relpath_is_canonical,11,8,24,0.3802,is
1,dirent_previous_segment,1,0,0,0.0000,dirent
1,svn_dirent_is_root,16,2,8,0.3802,is
1,svn_dirent_basename,71,0,0,0.0361,basename
1,relpath_previous_segment,1,0,0,0.2182,path
1,svn_relpath_dirname,57,0,0,0.2182,path
1,svn_uri_is_root,4,1,4,0.3802,is
1,uri_previous_segment,1,0,0,0.2567,uri
1,svn_path_uri_decode,26,0,0,0.2567,uri
1,svn_uri_dirname,17,0,0,0.2567,uri
1,svn_uri_basename,16,0,0,0.2567,uri
1,get_longest_ancestor_length,3,0,0,0.3750,ancestor
1,is_child,1,0,0,0.3802,is
1,uri_skip_ancestor,2,0,0,0.3750,ancestor
1,svn_dirent_skip_ancestor,88,0,0,0.3750,ancestor
1,apr_filepath_merge,5,1,4,0.1972,merge
1,svn_path_is_backpath_present,6,3,12,0.3802,is
1,canonicalize,3,0,0,0.2113,canonicalize
1,svn_dirent_get_absolute,187,15,54,2.0635,absolute
1,svn_dirent_get_longest_ancestor,19,0,0,0.3750,ancestor
1,svn_uri_get_longest_ancestor,14,1,4,0.3750,ancestor
1,svn_fspath__is_canonical,12,11,35,0.3802,is
1,svn_fspath__dirname,14,0,0,0.2182,path
1,svn_fspath__basename,6,0,0,0.2182,path
1,svn_fspath__canonicalize,33,0,0,0.2182,path
1,apr_dso_load,1,0,0,0.2988,load
1,svn_dso_load_internal,1,0,0,0.2988,load
1,svn_eol__find_eol_start,4,0,0,1.1058,start
1,make_error_internal,3,0,0,0.1301,error
1,svn_error_compose,12,0,0,0.1301,error
1,svn_error__is_tracing_link,4,2,8,0.3802,is
1,svn_strerror,5,0,0,0.0000,svn
1,print_error,1,0,0,0.1301,error
1,exit,55,0,0,0.0168,exit
1,svn_err_best_message,7,1,3,1.1593,err
1,apr_cpystrn,5,0,0,0.1154,apr
1,svn_error__locate,1,0,0,0.3636,locate
1,svn_error_raise_on_malfunction,1,0,0,0.2881,on
1,read,1,0,0,0.5486,read
1,write,3,0,0,0.3622,write
1,receive_from_gpg_agent,5,0,0,0.5000,receive
1,socket,1,0,0,0.9647,socket
1,connect,1,0,0,0.0843,connect
1,close,18,0,0,0.1142,close
1,find_running_gpg_agent,2,0,0,1.2857,running
1,send_option,4,0,0,0.2306,option
1,escape_blanks,2,0,0,0.0290,escape
1,svn_auth__simple_creds_cache_get,3,0,0,1.0890,simple
1,svn_auth__simple_creds_cache_set,3,0,0,1.0890,simple
1,svn_stream_readline,25,0,0,0.5581,readline
1,svn_cstring_strtoui64,28,9,34,0.0149,cstring
1,svn_string_compare,40,11,44,0.0496,compare
1,hash_read,2,0,0,0.5486,read
1,hash_write,3,0,0,0.3622,write
1,svn_io_read_length_line,18,8,32,0.5486,read
1,svn_io_file_getc,4,0,0,0.5261,file
1,svn_hash__make,32,0,0,0.0979,hash
1,svn_hash__get_cstring,5,0,0,0.1156,get
1,apr_hash_make_custom,1,0,0,0.1154,apr
1,cstring_to_utf8,2,1,4,0.0906,utf8
1,cstring_from_utf8,31,0,0,0.1747,from
1,map_apr_finfo_to_node_kind,3,0,0,0.5893,kind
1,apr_file_open,16,9,32,0.5261,file
1,io_check_path,3,0,0,0.2504,io
1,apr_file_remove,6,2,8,0.5261,file
1,apr_pool_cleanup_kill,8,0,0,0.1582,pool
1,apr_pool_cleanup_register,31,0,0,0.1582,pool
1,file_open,2,1,4,0.5261,file
1,symlink,1,1,4,0.6207,symlink
1,readlink,1,1,4,0.5486,read
1,svn_utf_string_to_utf8,1,0,0,0.0906,utf8
1,svn_io_read_link,4,0,0,0.5486,read
1,svn_io_create_unique_link,3,1,4,0.2878,unique
1,svn_io_file_rename,36,2,8,0.9901,rename
1,apr_temp_dir_get,1,1,4,0.6316,dir
1,apr_file_read,3,1,4,0.5486,read
1,svn_io_open_unique_file3,46,5,17,0.5261,file
1,copy_contents,1,1,4,0.4762,contents
1,svn_io_copy_perms,11,0,0,0.8571,perms
1,apr_file_perms_set,5,2,8,0.8571,perms
1,apr_file_name_get,8,4,16,0.5261,file
1,try_utf8_from_internal_style,5,0,0,0.1747,from
1,svn_io_check_special_path,14,1,4,0.2504,io
1,file_perms_set,1,2,7,0.8571,perms
1,apr_file_append,1,1,4,0.5261,file
1,svn_io_dir_open,4,0,0,0.6316,dir
1,apr_dir_read,10,5,20,0.6316,dir
1,entry_name_to_utf8,5,0,0,0.1795,name
1,svn_io_copy_file,15,2,7,0.5261,file
1,svn_io_copy_link,4,0,0,0.2504,io
1,svn_io_copy_dir_recursively,4,0,0,0.6316,dir
1,apr_dir_close,6,5,20,0.6316,dir
1,apr_dir_make_recursive,1,1,4,0.6316,dir
1,apr_time_now,38,2,8,0.1154,apr
1,svn_io_file_info_get,5,0,0,0.5261,file
1,get_default_file_perms,1,0,0,0.8571,perms
1,reown_file,1,0,0,0.5261,file
1,apr_file_attrs_set,2,1,4,0.5261,file
1,svn_io_set_file_read_write,7,0,0,0.5486,read
1,svn_io_set_file_read_only,12,0,0,0.5486,read
1,io_set_file_perms,3,0,0,0.8571,perms
1,apr_uid_current,3,2,8,0.1154,apr
1,svn_io__is_finfo_executable,2,0,0,0.3802,is
1,apr_file_unlock,3,2,8,0.5261,file
1,apr_file_lock,3,1,4,0.5261,file
1,svn_io_lock_open_file,2,0,0,0.5261,file
1,do_io_file_wrapper_cleanup,12,0,0,0.5261,file
1,apr_file_flush,3,0,0,0.5261,file
1,apr_os_file_get,2,0,0,0.5261,file
1,fsync,1,0,0,0.9500,fsync
1,svn_stringbuf_create_ensure,48,0,0,0.3112,buf
1,svn_io_file_read,8,0,0,0.5486,read
1,apr_file_open_stdin,7,6,22,0.5261,file
1,stringbuf_from_aprfile,3,0,0,0.5261,file
1,svn_io_remove_dir2,42,3,10,0.2504,io
1,svn_io_dir_remove_nonrecursive,7,3,12,0.6316,dir
1,svn_io_dirent2_create,7,0,0,0.2504,io
1,apr_pool_userdata_get,8,4,16,0.1582,pool
1,apr_file_printf,7,0,0,0.5261,file
1,apr_procattr_create,2,1,4,0.5031,proc
1,apr_procattr_cmdtype_set,2,2,8,0.5031,proc
1,apr_procattr_dir_set,1,1,4,0.6316,dir
1,apr_procattr_child_in_set,1,1,4,0.5031,proc
1,apr_procattr_child_out_set,1,1,4,0.5031,proc
1,apr_procattr_child_err_set,1,1,4,1.1593,err
1,apr_procattr_io_set,2,1,4,0.5031,proc
1,apr_pool_userdata_set,10,3,12,0.1582,pool
1,apr_procattr_child_errfn_set,2,1,4,1.1593,err
1,apr_proc_create,2,1,4,0.5031,proc
1,apr_proc_wait,1,1,4,0.5031,proc
1,svn_io_wait_for_cmd,4,1,4,0.2504,io
1,svn_io_run_cmd,4,0,0,0.2504,io
1,fileext_tolower,2,0,0,0.5261,file
1,svn_path_splitext,6,0,0,0.5273,split
1,svn_io_is_binary_data,4,0,0,0.3802,is
1,svn_io_detect_mimetype2,5,0,0,0.4762,detect
1,svn_io_file_name_get,2,0,0,0.5261,file
1,apr_file_getc,3,2,8,0.5261,file
1,apr_file_putc,14,1,4,0.5261,file
1,apr_file_info_get,3,0,0,0.5261,file
1,apr_file_read_full,5,1,3,0.5486,read
1,apr_file_seek,11,1,3,0.5261,file
1,apr_file_write,8,3,12,0.5261,file
1,svn_io_file_flush_to_disk,6,2,8,0.5261,file
1,apr_file_trunc,1,0,0,0.5261,file
1,apr_file_rename,1,1,4,0.9901,rename
1,apr_dir_make,1,1,4,0.6316,dir
1,dir_make,3,0,0,0.6316,dir
1,apr_dir_open,3,2,8,0.6316,dir
1,apr_dir_remove,1,1,4,0.6316,dir
1,dir_is_empty,1,1,4,0.6316,dir
1,svn_io_write_unique,19,9,36,0.3622,write
1,svn_io_filesizes_different_p,2,1,4,0.5261,file
1,contents_identical_p,4,0,0,0.4762,contents
1,svn_io_filesizes_three_different_p,2,1,4,0.5261,file
1,contents_three_identical_p,1,0,0,0.4762,contents
1,apr_file_mktemp,2,2,7,0.7143,mktemp
1,temp_file_create,1,0,0,0.5261,file
1,merge_default_file_perms,1,0,0,0.8571,perms
1,file_perms_set2,1,0,0,0.8571,perms
1,apr_hash_do,1,0,0,0.1154,apr
1,svn_depth_to_word,10,0,0,0.2841,depth
1,svn_inheritance_to_word,2,0,0,0.2667,inheritance
1,log_depth,6,0,0,0.2841,depth
1,log_include_merged_revisions,2,0,0,0.3750,include
1,svn_log__lock,2,0,0,0.1462,lock
1,svn_log__unlock,2,0,0,0.0439,unlock
1,SecKeychainSetUserInteractionAllowed,4,0,0,0.1407,user
1,SecKeychainFindGenericPassword,2,0,0,0.2731,find
1,SecKeychainAddGenericPassword,1,0,0,0.1319,password
1,SecKeychainItemModifyAttributesAndData,1,0,0,0.0976,modify
1,CFRelease,9,0,0,0.0000,cfrelease
1,SecKeychainItemFreeContent,1,0,0,0.1212,content
1,svn_auth__ssl_client_cert_pw_cache_get,2,0,0,0.8232,client
1,svn_auth__ssl_client_cert_pw_cache_set,2,0,0,0.8232,client
1,svn_merge_range_dup,22,0,0,0.3249,range
1,combine_ranges,3,0,0,0.0000,combine
1,get_type_of_intersection,1,0,0,0.1304,intersection
1,svn_sort_compare_ranges,10,0,0,0.0649,sort
1,isspace,1,0,0,0.3802,is
1,svn_revnum_parse,9,1,4,0.4964,num
1,parse_rangelist,2,0,0,0.3249,range
1,range_to_string,6,0,0,0.3249,range
1,svn_sort__array_delete,7,0,0,0.0649,sort
1,parse_pathname,1,0,0,0.1951,pathname
1,svn_rangelist_dup,18,0,0,0.3249,range
1,parse_revision_line,1,0,0,0.1728,parse
1,parse_top,1,0,0,0.1728,parse
1,svn_sort__array_insert,18,0,0,0.1892,insert
1,adjust_remaining_ranges,3,0,0,0.1823,remaining
1,svn_sort__array_reverse,2,0,0,0.0889,reverse
1,range_swap_endpoints,1,0,0,0.3249,range
1,svn_rangelist__set_inheritance,4,0,0,0.3249,range
1,range_contains,1,0,0,0.4000,contains
1,combine_with_lastrange,5,0,0,0.3249,range
1,range_intersect,1,0,0,0.3249,range
1,rangelist_intersect_or_remove,3,0,0,0.3249,range
1,svn_rangelist_remove,19,0,0,0.3249,range
1,svn_rangelist_diff,7,1,3,0.3249,range
1,svn_hash_diff,2,0,0,0.1695,diff
1,svn_mergeinfo_dup,17,0,0,0.1972,merge
1,walk_mergeinfo_hash_for_diff,2,0,0,0.1972,merge
1,svn_sort_compare_items_as_paths,1,0,0,0.1667,paths
1,svn_rangelist_intersect,18,0,0,0.3249,range
1,svn_rangelist_to_string,10,2,6,0.3249,range
1,mergeinfo_to_stringbuf,2,0,0,0.3112,buf
1,svn__apr_hash_index_klen,11,0,0,0.3505,index
1,svn_rangelist__initialize,22,0,0,0.3249,range
1,svn_fspath__skip_ancestor,17,0,0,0.3750,ancestor
1,svn_fspath__join,106,4,16,0.2182,path
1,svn_stringbuf_appendstr,5,0,0,0.3112,buf
1,svn_mergeinfo__filter_mergeinfo_by_ranges,11,0,0,0.4969,by
1,apr_thread_mutex_create,2,1,4,0.1834,thread
1,apr_thread_mutex_lock,1,1,4,0.1834,thread
1,apr_thread_mutex_unlock,1,1,4,0.1834,thread
1,svn_io_unlock_open_file,1,0,0,0.5261,file
1,lock,2,0,0,0.1462,lock
1,apr_mmap_create,2,1,4,0.2381,mmap
1,unlock,3,0,0,0.0439,unlock
1,apr_atomic_read32,1,0,0,0.5486,read
1,return_atomic,3,0,0,0.0354,atomic
